image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.000196,0.000125,0.000016,0.000002,0.999631,0.000003,0.000016,0.000011
img_00007.jpg,0.981240,0.014180,0.000044,0.000175,0.000058,0.001126,0.000029,0.003149
img_00009.jpg,0.999382,0.000303,0.000009,0.000011,0.000014,0.000205,0.000002,0.000074
img_00018.jpg,0.998688,0.000090,0.000014,0.000064,0.000018,0.001077,0.000003,0.000047
img_00027.jpg,0.485067,0.001170,0.000198,0.000425,0.017151,0.453884,0.002643,0.039463
img_00030.jpg,0.635242,0.000018,0.000014,0.000009,0.362851,0.000998,0.000758,0.000110
img_00040.jpg,0.315255,0.004780,0.000128,0.000208,0.007193,0.287628,0.284016,0.100792
img_00046.jpg,0.997058,0.000009,0.000004,0.000002,0.002607,0.000049,0.000016,0.000255
img_00053.jpg,0.998814,0.000048,0.000020,0.000017,0.000646,0.000428,0.000003,0.000025
img_00071.jpg,0.031252,0.000035,0.000419,0.965593,0.000038,0.002389,0.000008,0.000267
img_00075.jpg,0.252271,0.001447,0.000037,0.000173,0.000083,0.745843,0.000028,0.000119
img_00102.jpg,0.950100,0.029872,0.000031,0.000040,0.000666,0.002110,0.000276,0.016904
img_00103.jpg,0.992677,0.000139,0.000046,0.000179,0.000122,0.006718,0.000006,0.000114
img_00109.jpg,0.999313,0.000002,0.000001,0.000000,0.000509,0.000006,0.000003,0.000166
img_00119.jpg,0.026216,0.025645,0.007013,0.003337,0.386859,0.008256,0.011648,0.531027
img_00120.jpg,0.974952,0.000860,0.000041,0.000025,0.001265,0.001505,0.000839,0.020513
img_00125.jpg,0.669831,0.003718,0.002440,0.003677,0.000749,0.027955,0.001405,0.290224
img_00128.jpg,0.001610,0.509569,0.006800,0.000330,0.001728,0.000755,0.000155,0.479053
img_00129.jpg,0.311281,0.000552,0.000025,0.000107,0.000951,0.654115,0.002157,0.030813
img_00133.jpg,0.001259,0.000050,0.000009,0.000063,0.995331,0.003253,0.000019,0.000016
img_00138.jpg,0.954460,0.000158,0.000026,0.000060,0.000776,0.044440,0.000008,0.000071
img_00141.jpg,0.000011,0.000029,0.000006,0.000000,0.000002,0.000001,0.000000,0.999951
img_00152.jpg,0.001027,0.000627,0.000038,0.000041,0.002191,0.000552,0.000049,0.995475
img_00161.jpg,0.000155,0.000006,0.000001,0.000000,0.000002,0.000002,0.000001,0.999833
img_00164.jpg,0.000767,0.000312,0.000018,0.000051,0.609494,0.002142,0.000099,0.387116
img_00170.jpg,0.477292,0.000087,0.001276,0.268631,0.000591,0.251428,0.000049,0.000647
img_00171.jpg,0.048756,0.000018,0.000540,0.017087,0.000165,0.933322,0.000030,0.000082
img_00172.jpg,0.000013,0.000000,0.000000,0.000000,0.999986,0.000000,0.000000,0.000000
img_00175.jpg,0.078045,0.000019,0.000566,0.008499,0.000471,0.912296,0.000038,0.000066
