image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.000000,0.399944,0.100056,0.000000,0.000000,0.000000,0.000000,0.000000
img_00007.jpg,0.000000,0.013892,0.486108,0.000000,0.000000,0.000000,0.000000,0.000000
img_00009.jpg,0.000000,0.055932,0.444068,0.000000,0.000000,0.000000,0.000000,0.000000
img_00018.jpg,0.000000,0.004094,0.495906,0.000000,0.000000,0.000000,0.000000,0.000000
img_00027.jpg,0.000000,0.060966,0.439034,0.000000,0.000000,0.000000,0.000000,0.000000
img_00030.jpg,0.000000,0.247684,0.252316,0.000000,0.000000,0.000000,0.000000,0.000000
img_00040.jpg,0.000000,0.199571,0.300429,0.000000,0.000000,0.000000,0.000000,0.000000
img_00046.jpg,0.000000,0.049809,0.450191,0.000000,0.000000,0.000000,0.000000,0.000000
img_00053.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00071.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00075.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00102.jpg,0.000000,0.207282,0.292718,0.000000,0.000000,0.000000,0.000000,0.000000
img_00103.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00109.jpg,0.000000,0.044481,0.455519,0.000000,0.000000,0.000000,0.000000,0.000000
img_00119.jpg,0.000000,0.001262,0.498738,0.000000,0.000000,0.000000,0.000000,0.000000
img_00120.jpg,0.000000,0.384616,0.115384,0.000000,0.000000,0.000000,0.000000,0.000000
img_00125.jpg,0.000000,0.000819,0.499181,0.000000,0.000000,0.000000,0.000000,0.000000
img_00128.jpg,0.000000,0.000002,0.499998,0.000000,0.000000,0.000000,0.000000,0.000000
img_00129.jpg,0.000000,0.317373,0.182627,0.000000,0.000000,0.000000,0.000000,0.000000
img_00133.jpg,0.000000,0.000001,0.499999,0.000000,0.000000,0.000000,0.000000,0.000000
img_00138.jpg,0.000000,0.000420,0.499580,0.000000,0.000000,0.000000,0.000000,0.000000
img_00141.jpg,0.000000,0.000001,0.499999,0.000000,0.000000,0.000000,0.000000,0.000000
img_00152.jpg,0.000000,0.101395,0.398605,0.000000,0.000000,0.000000,0.000000,0.000000
img_00161.jpg,0.000000,0.177522,0.322478,0.000000,0.000000,0.000000,0.000000,0.000000
img_00164.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00170.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00171.jpg,0.000000,0.001752,0.498248,0.000000,0.000000,0.000000,0.000000,0.000000
img_00172.jpg,0.000000,0.000033,0.499967,0.000000,0.000000,0.000000,0.000000,0.000000
img_00175.jpg,0.000000,0.287838,0.212162,0.000000,0.000000,0.000000,0.000000,0.000000
img_00180.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00196.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00212.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00223.jpg,0.000000,0.011945,0.488055,0.000000,0.000000,0.000000,0.000000,0.000000
img_00230.jpg,0.000000,0.103159,0.396841,0.000000,0.000000,0.000000,0.000000,0.000000
img_00232.jpg,0.000000,0.000064,0.499936,0.000000,0.000000,0.000000,0.000000,0.000000
img_00244.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00272.jpg,0.000000,0.175829,0.324171,0.000000,0.000000,0.000000,0.000000,0.000000
img_00280.jpg,0.000000,0.363588,0.136412,0.000000,0.000000,0.000000,0.000000,0.000000
img_00282.jpg,0.000000,0.004579,0.495421,0.000000,0.000000,0.000000,0.000000,0.000000
img_00285.jpg,0.000000,0.399744,0.100256,0.000000,0.000000,0.000000,0.000000,0.000000
img_00289.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00292.jpg,0.000000,0.000026,0.499974,0.000000,0.000000,0.000000,0.000000,0.000000
img_00302.jpg,0.000000,0.099999,0.400001,0.000000,0.000000,0.000000,0.000000,0.000000
img_00311.jpg,0.000000,0.299760,0.200240,0.000000,0.000000,0.000000,0.000000,0.000000
img_00320.jpg,0.000000,0.447330,0.052670,0.000000,0.000000,0.000000,0.000000,0.000000
img_00331.jpg,0.000000,0.368632,0.131368,0.000000,0.000000,0.000000,0.000000,0.000000
img_00358.jpg,0.000000,0.013690,0.486310,0.000000,0.000000,0.000000,0.000000,0.000000
img_00374.jpg,0.000000,0.099989,0.400011,0.000000,0.000000,0.000000,0.000000,0.000000
img_00375.jpg,0.000000,0.241185,0.258815,0.000000,0.000000,0.000000,0.000000,0.000000
img_00376.jpg,0.000000,0.417309,0.082691,0.000000,0.000000,0.000000,0.000000,0.000000
img_00380.jpg,0.000000,0.002026,0.497974,0.000000,0.000000,0.000000,0.000000,0.000000
img_00383.jpg,0.000000,0.297854,0.202146,0.000000,0.000000,0.000000,0.000000,0.000000
img_00398.jpg,0.000000,0.100529,0.399471,0.000000,0.000000,0.000000,0.000000,0.000000
img_00407.jpg,0.000000,0.297276,0.202723,0.000000,0.000000,0.000000,0.000000,0.000000
img_00417.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00432.jpg,0.000000,0.098743,0.401257,0.000000,0.000000,0.000000,0.000000,0.000000
img_00442.jpg,0.000000,0.397699,0.102301,0.000000,0.000000,0.000000,0.000000,0.000000
img_00446.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00469.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00473.jpg,0.000000,0.099778,0.400222,0.000000,0.000000,0.000000,0.000000,0.000000
img_00483.jpg,0.000000,0.000014,0.499986,0.000000,0.000000,0.000000,0.000000,0.000000
img_00484.jpg,0.000000,0.177805,0.322195,0.000000,0.000000,0.000000,0.000000,0.000000
img_00486.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00487.jpg,0.000000,0.135605,0.364395,0.000000,0.000000,0.000000,0.000000,0.000000
img_00493.jpg,0.000000,0.107449,0.392551,0.000000,0.000000,0.000000,0.000000,0.000000
img_00518.jpg,0.000000,0.000003,0.499997,0.000000,0.000000,0.000000,0.000000,0.000000
img_00533.jpg,0.000000,0.169688,0.330312,0.000000,0.000000,0.000000,0.000000,0.000000
img_00538.jpg,0.000000,0.000666,0.499334,0.000000,0.000000,0.000000,0.000000,0.000000
img_00543.jpg,0.000000,0.422474,0.077526,0.000000,0.000000,0.000000,0.000000,0.000000
img_00550.jpg,0.000000,0.167398,0.332602,0.000000,0.000000,0.000000,0.000000,0.000000
img_00551.jpg,0.000000,0.096332,0.403668,0.000000,0.000000,0.000000,0.000000,0.000000
img_00564.jpg,0.000000,0.000002,0.499998,0.000000,0.000000,0.000000,0.000000,0.000000
img_00575.jpg,0.000000,0.258370,0.241630,0.000000,0.000000,0.000000,0.000000,0.000000
img_00582.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
img_00584.jpg,0.000000,0.101166,0.398834,0.000000,0.000000,0.000000,0.000000,0.000000
img_00587.jpg,0.000000,0.193599,0.306401,0.000000,0.000000,0.000000,0.000000,0.000000
img_00590.jpg,0.000000,0.203095,0.296905,0.000000,0.000000,0.000000,0.000000,0.000000
img_00591.jpg,0.000000,0.137179,0.362821,0.000000,0.000000,0.000000,0.000000,0.000000
img_00598.jpg,0.000000,0.004228,0.495772,0.000000,0.000000,0.000000,0.000000,0.000000
img_00599.jpg,0.000000,0.320313,0.179687,0.000000,0.000000,0.000000,0.000000,0.000000
img_00612.jpg,0.000000,0.230222,0.269778,0.000000,0.000000,0.000000,0.000000,0.000000
img_00618.jpg,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
