image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.000008,0.000000,0.000039,0.000014,0.999919,0.000006,0.000013,0.000001
img_00007.jpg,0.212585,0.036594,0.010461,0.017032,0.000138,0.010902,0.005024,0.707265
img_00009.jpg,0.994773,0.002276,0.000208,0.000033,0.000029,0.000527,0.000171,0.001984
img_00018.jpg,0.687874,0.003940,0.000256,0.001043,0.000141,0.306684,0.000051,0.000011
img_00027.jpg,0.320988,0.054903,0.001568,0.001443,0.015741,0.391117,0.000372,0.213868
img_00030.jpg,0.040180,0.001557,0.002470,0.002695,0.805213,0.004133,0.008774,0.134977
img_00040.jpg,0.099658,0.188768,0.006063,0.009269,0.002716,0.329420,0.325011,0.039095
img_00046.jpg,0.945942,0.000050,0.000213,0.000191,0.053071,0.000207,0.000078,0.000247
img_00053.jpg,0.994820,0.000012,0.003626,0.000258,0.000730,0.000124,0.000359,0.000071
img_00071.jpg,0.111259,0.001263,0.004458,0.831049,0.008343,0.021623,0.020386,0.001619
img_00075.jpg,0.435285,0.001098,0.000574,0.000946,0.006442,0.554089,0.000651,0.000915
img_00102.jpg,0.403676,0.275523,0.000730,0.005426,0.002047,0.031062,0.000503,0.281033
img_00103.jpg,0.989991,0.004334,0.000931,0.000275,0.000081,0.000697,0.000054,0.003636
img_00109.jpg,0.676114,0.000392,0.002006,0.002830,0.318044,0.000082,0.000516,0.000016
img_00119.jpg,0.008956,0.027987,0.000480,0.001247,0.239982,0.018451,0.000200,0.702697
img_00120.jpg,0.048213,0.032341,0.001755,0.000902,0.000112,0.000228,0.050850,0.865598
img_00125.jpg,0.032307,0.467671,0.418145,0.047861,0.000157,0.012350,0.010458,0.011050
img_00128.jpg,0.000002,0.013508,0.911375,0.000055,0.000263,0.000874,0.000112,0.073810
img_00129.jpg,0.387531,0.005154,0.001657,0.003997,0.000429,0.499062,0.069424,0.032745
img_00133.jpg,0.000138,0.000009,0.000075,0.000132,0.999354,0.000258,0.000024,0.000011
img_00138.jpg,0.964539,0.004306,0.001445,0.001080,0.010303,0.016254,0.000980,0.001093
img_00141.jpg,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999
img_00152.jpg,0.000516,0.048278,0.000626,0.000300,0.000193,0.053836,0.000099,0.896153
img_00161.jpg,0.000001,0.000192,0.000006,0.000009,0.000000,0.002402,0.000010,0.997381
img_00164.jpg,0.001432,0.029117,0.008893,0.007885,0.401665,0.078726,0.001528,0.470754
img_00170.jpg,0.789903,0.000358,0.009531,0.029030,0.000690,0.136304,0.003094,0.031089
img_00171.jpg,0.610036,0.000043,0.000170,0.002176,0.000382,0.386642,0.000216,0.000335
img_00172.jpg,0.000001,0.000000,0.000011,0.000030,0.999932,0.000023,0.000003,0.000000
img_00175.jpg,0.681427,0.000018,0.000269,0.003986,0.000609,0.312983,0.000153,0.000556
img_00180.jpg,0.000474,0.000017,0.000040,0.000333,0.000185,0.000687,0.000103,0.998162
img_00196.jpg,0.000037,0.030051,0.000902,0.005016,0.732684,0.224845,0.000210,0.006255
img_00212.jpg,0.003592,0.001192,0.000012,0.000057,0.000111,0.000063,0.000073,0.994900
img_00223.jpg,0.867268,0.001784,0.090050,0.000807,0.001126,0.038615,0.000144,0.000206
img_00230.jpg,0.953379,0.045516,0.000367,0.000270,0.000002,0.000406,0.000009,0.000051
img_00232.jpg,0.000001,0.038550,0.000664,0.000558,0.000055,0.000007,0.959748,0.000417
img_00244.jpg,0.701891,0.128092,0.000709,0.016560,0.000524,0.036539,0.001486,0.114200
img_00272.jpg,0.794437,0.017385,0.125413,0.047593,0.001799,0.012033,0.000136,0.001204
img_00280.jpg,0.869812,0.000102,0.000239,0.000123,0.129287,0.000105,0.000032,0.000299
img_00282.jpg,0.423756,0.000086,0.000542,0.004672,0.001011,0.568906,0.000462,0.000566
img_00285.jpg,0.996883,0.000309,0.000120,0.000012,0.000134,0.000244,0.000053,0.002245
img_00289.jpg,0.968512,0.000107,0.000008,0.000073,0.030846,0.000402,0.000048,0.000003
img_00292.jpg,0.290173,0.241234,0.000355,0.002990,0.010998,0.019139,0.001037,0.434074
img_00302.jpg,0.041337,0.019296,0.001607,0.004150,0.000769,0.494251,0.418614,0.019976
img_00311.jpg,0.999878,0.000070,0.000005,0.000004,0.000018,0.000005,0.000004,0.000015
img_00320.jpg,0.992214,0.004443,0.000485,0.000472,0.002233,0.000056,0.000083,0.000014
img_00331.jpg,0.607825,0.003277,0.002977,0.002320,0.140616,0.236075,0.003293,0.003616
img_00358.jpg,0.724525,0.023519,0.001241,0.004000,0.004172,0.211319,0.001437,0.029788
img_00374.jpg,0.867675,0.001610,0.000470,0.000078,0.000031,0.003603,0.000129,0.126404
img_00375.jpg,0.969481,0.000147,0.001645,0.001746,0.008857,0.017784,0.000082,0.000259
img_00376.jpg,0.484953,0.001778,0.153722,0.001250,0.019226,0.022172,0.029616,0.287282
img_00380.jpg,0.983514,0.005102,0.008166,0.000362,0.001517,0.001247,0.000090,0.000002
img_00383.jpg,0.984329,0.005756,0.000474,0.000257,0.002898,0.001224,0.000785,0.004277
img_00398.jpg,0.986471,0.000017,0.000018,0.000093,0.007214,0.000455,0.000221,0.005510
img_00407.jpg,0.997314,0.000966,0.000210,0.000286,0.000018,0.001191,0.000013,0.000002
img_00417.jpg,0.007155,0.000145,0.000006,0.000062,0.000027,0.000081,0.000022,0.992503
img_00432.jpg,0.336070,0.405081,0.063014,0.004124,0.096785,0.093256,0.000563,0.001106
img_00442.jpg,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.999997
img_00446.jpg,0.902846,0.000062,0.000458,0.000833,0.010680,0.080254,0.000235,0.004632
img_00469.jpg,0.897783,0.000242,0.000691,0.005062,0.001186,0.077729,0.001174,0.016133
img_00473.jpg,0.571339,0.000509,0.000071,0.000250,0.001303,0.000450,0.000295,0.425782
img_00483.jpg,0.995953,0.000794,0.000058,0.000022,0.000307,0.000015,0.000134,0.002716
img_00484.jpg,0.014271,0.050852,0.007624,0.001341,0.000044,0.000037,0.002948,0.922882
img_00486.jpg,0.871545,0.002858,0.117155,0.007041,0.000113,0.000986,0.000138,0.000163
img_00487.jpg,0.000077,0.000015,0.000019,0.000078,0.999762,0.000019,0.000023,0.000007
img_00493.jpg,0.346879,0.016849,0.006433,0.014483,0.587138,0.009659,0.001647,0.016912
img_00518.jpg,0.774413,0.000657,0.007142,0.002297,0.197088,0.002978,0.010533,0.004893
img_00533.jpg,0.004378,0.006385,0.000074,0.001173,0.000101,0.000828,0.000172,0.986889
img_00538.jpg,0.673377,0.000131,0.005895,0.003736,0.001274,0.000466,0.000308,0.314813
img_00543.jpg,0.999910,0.000054,0.000003,0.000001,0.000021,0.000006,0.000001,0.000003
img_00550.jpg,0.042190,0.768253,0.104976,0.002912,0.058575,0.020048,0.002539,0.000509
img_00551.jpg,0.991304,0.000138,0.000119,0.001717,0.000088,0.005038,0.000528,0.001069
img_00564.jpg,0.002965,0.000171,0.002769,0.001193,0.981940,0.010654,0.000165,0.000143
img_00575.jpg,0.310757,0.004452,0.001165,0.000476,0.003068,0.424700,0.010901,0.244481
img_00582.jpg,0.947027,0.011467,0.007456,0.002451,0.002314,0.013917,0.001822,0.013546
img_00584.jpg,0.997168,0.000227,0.000026,0.000018,0.002030,0.000157,0.000010,0.000364
img_00587.jpg,0.537311,0.101782,0.000445,0.000932,0.011358,0.008529,0.000073,0.339569
img_00590.jpg,0.657421,0.035817,0.000233,0.000099,0.000818,0.000038,0.000014,0.305560
img_00591.jpg,0.080800,0.003493,0.000644,0.000185,0.000134,0.006276,0.001309,0.907160
img_00598.jpg,0.716067,0.000033,0.002560,0.005253,0.000213,0.000098,0.000176,0.275599
img_00599.jpg,0.663051,0.187670,0.008537,0.000831,0.001098,0.003399,0.009667,0.125746
img_00612.jpg,0.828734,0.008018,0.000379,0.000250,0.002345,0.152251,0.007839,0.000183
img_00618.jpg,0.984066,0.000072,0.000048,0.000137,0.015224,0.000323,0.000057,0.000072
img_00620.jpg,0.983767,0.000268,0.011720,0.000240,0.002175,0.001717,0.000039,0.000075
