image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.001762,0.000131,0.000396,0.000245,0.996404,0.000089,0.000516,0.000456
img_00007.jpg,0.001850,0.002840,0.000773,0.000420,0.000016,0.000252,0.000103,0.993746
img_00009.jpg,0.983146,0.013669,0.000091,0.000075,0.001022,0.001049,0.000434,0.000515
img_00018.jpg,0.917060,0.001420,0.002740,0.012856,0.000559,0.063530,0.001090,0.000746
img_00027.jpg,0.218713,0.031980,0.003353,0.003046,0.002518,0.509565,0.001581,0.229244
img_00030.jpg,0.078113,0.000697,0.004347,0.001212,0.793473,0.009512,0.101273,0.011374
img_00040.jpg,0.372594,0.038051,0.004210,0.010247,0.011194,0.307416,0.140121,0.116167
img_00046.jpg,0.809823,0.000543,0.000855,0.001211,0.179589,0.001152,0.002252,0.004573
img_00053.jpg,0.994936,0.000677,0.001039,0.000160,0.000564,0.000352,0.000824,0.001449
img_00071.jpg,0.001299,0.000156,0.000569,0.973337,0.004663,0.002165,0.017673,0.000138
img_00075.jpg,0.113197,0.003458,0.001754,0.000601,0.005993,0.873186,0.001557,0.000254
img_00102.jpg,0.033614,0.465127,0.001512,0.005507,0.000306,0.000701,0.002068,0.491164
img_00103.jpg,0.974018,0.002801,0.000486,0.000424,0.000470,0.021165,0.000117,0.000519
img_00109.jpg,0.987628,0.000219,0.001772,0.000394,0.006458,0.000354,0.001960,0.001215
img_00119.jpg,0.001001,0.230101,0.018026,0.015762,0.275318,0.005129,0.001095,0.453568
img_00120.jpg,0.149386,0.007665,0.000830,0.003916,0.000199,0.000376,0.039012,0.798617
img_00125.jpg,0.846322,0.000546,0.091169,0.020934,0.000084,0.001077,0.028396,0.011473
img_00128.jpg,0.000391,0.004723,0.886251,0.000396,0.001333,0.000602,0.000125,0.106178
img_00129.jpg,0.092750,0.020428,0.007525,0.011113,0.002595,0.211258,0.495860,0.158472
img_00133.jpg,0.000870,0.000906,0.000390,0.000282,0.995798,0.001247,0.000450,0.000059
img_00138.jpg,0.891835,0.028973,0.011564,0.001333,0.023857,0.032677,0.001571,0.008189
img_00141.jpg,0.000007,0.000547,0.001757,0.000231,0.000022,0.000008,0.000123,0.997305
img_00152.jpg,0.000054,0.000431,0.001029,0.000485,0.000342,0.014168,0.000225,0.983266
