image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.000012,0.000001,0.000038,0.000001,0.999942,0.000001,0.000001,0.000003
img_00007.jpg,0.958855,0.000040,0.001292,0.002165,0.000046,0.000511,0.000147,0.036945
img_00009.jpg,0.996793,0.000493,0.000078,0.000004,0.000094,0.000219,0.000014,0.002306
img_00018.jpg,0.799347,0.000125,0.000311,0.000955,0.000120,0.196883,0.000086,0.002173
img_00027.jpg,0.169655,0.004040,0.000431,0.000012,0.000270,0.005518,0.000009,0.820065
img_00030.jpg,0.032253,0.011639,0.005413,0.011074,0.688221,0.004481,0.042714,0.204205
img_00040.jpg,0.313766,0.008133,0.008897,0.001390,0.003301,0.406366,0.006856,0.251291
img_00046.jpg,0.969673,0.000002,0.000153,0.000107,0.029932,0.000102,0.000005,0.000026
img_00053.jpg,0.999992,0.000000,0.000002,0.000000,0.000004,0.000000,0.000000,0.000001
img_00071.jpg,0.004059,0.000013,0.000027,0.995674,0.000004,0.000176,0.000038,0.000009
img_00075.jpg,0.763748,0.000161,0.000706,0.000031,0.000056,0.235224,0.000068,0.000006
img_00102.jpg,0.831010,0.019882,0.002586,0.004261,0.000394,0.008899,0.001066,0.131903
img_00103.jpg,0.999754,0.000006,0.000002,0.000002,0.000001,0.000046,0.000043,0.000146
img_00109.jpg,0.996426,0.000019,0.000067,0.000002,0.003425,0.000005,0.000056,0.000000
img_00119.jpg,0.000367,0.230579,0.008479,0.006470,0.011291,0.001154,0.000891,0.740769
img_00120.jpg,0.007202,0.000435,0.000001,0.000003,0.000053,0.000002,0.000243,0.992060
img_00125.jpg,0.621179,0.005479,0.065997,0.055508,0.000127,0.000796,0.000776,0.250138
img_00128.jpg,0.000060,0.005448,0.681117,0.000027,0.000008,0.000003,0.000002,0.313336
img_00129.jpg,0.545772,0.001103,0.001442,0.000424,0.000298,0.103158,0.017802,0.330001
img_00133.jpg,0.000015,0.000003,0.000001,0.000000,0.999944,0.000004,0.000001,0.000031
img_00138.jpg,0.949726,0.009472,0.000491,0.000297,0.003574,0.036159,0.000102,0.000179
img_00141.jpg,0.000000,0.000000,0.000020,0.000006,0.000000,0.000032,0.000000,0.999941
img_00152.jpg,0.000001,0.000004,0.000001,0.000006,0.000004,0.000917,0.000001,0.999067
img_00161.jpg,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000000,0.999995
img_00164.jpg,0.011111,0.000448,0.000535,0.000728,0.860165,0.031507,0.000432,0.095074
img_00170.jpg,0.992322,0.000127,0.000020,0.003376,0.000413,0.001752,0.000031,0.001958
img_00171.jpg,0.521847,0.000000,0.000019,0.000580,0.000002,0.477514,0.000037,0.000001
img_00172.jpg,0.000213,0.000001,0.000013,0.000001,0.999764,0.000003,0.000001,0.000003
img_00175.jpg,0.945615,0.000000,0.000015,0.000258,0.000008,0.054091,0.000009,0.000004
img_00180.jpg,0.000168,0.000137,0.000008,0.000006,0.000004,0.000001,0.000075,0.999601
img_00196.jpg,0.000240,0.652024,0.016500,0.013801,0.077832,0.000801,0.000979,0.237823
img_00212.jpg,0.000594,0.000002,0.000002,0.000035,0.000008,0.000001,0.000006,0.999352
img_00223.jpg,0.999319,0.000002,0.000253,0.000001,0.000000,0.000413,0.000010,0.000001
img_00230.jpg,0.975957,0.023780,0.000041,0.000087,0.000003,0.000002,0.000011,0.000120
img_00232.jpg,0.000001,0.000439,0.000002,0.000001,0.000000,0.000001,0.999530,0.000026
img_00244.jpg,0.535623,0.253141,0.012289,0.031570,0.000010,0.067179,0.008752,0.091435
img_00272.jpg,0.999254,0.000331,0.000256,0.000025,0.000002,0.000037,0.000003,0.000092
img_00280.jpg,0.729925,0.000046,0.000067,0.000137,0.265730,0.000132,0.000031,0.003932
img_00282.jpg,0.547205,0.000000,0.000033,0.000474,0.000006,0.452258,0.000019,0.000005
img_00285.jpg,0.970478,0.000071,0.000101,0.000011,0.000164,0.002725,0.000138,0.026311
img_00289.jpg,0.897155,0.000247,0.000002,0.000047,0.101852,0.000661,0.000031,0.000004
img_00292.jpg,0.116587,0.364057,0.000136,0.001337,0.003475,0.360752,0.010450,0.143206
img_00302.jpg,0.350395,0.029597,0.064481,0.003251,0.005229,0.121259,0.191738,0.234051
img_00311.jpg,0.999882,0.000028,0.000011,0.000015,0.000009,0.000049,0.000004,0.000001
img_00320.jpg,0.999891,0.000010,0.000017,0.000001,0.000069,0.000001,0.000008,0.000003
img_00331.jpg,0.875016,0.000093,0.000154,0.000046,0.017240,0.002128,0.000284,0.105039
img_00358.jpg,0.609039,0.001327,0.000168,0.000067,0.000020,0.009256,0.000048,0.380075
img_00374.jpg,0.848083,0.005562,0.000226,0.000018,0.000464,0.000258,0.000901,0.144488
img_00375.jpg,0.877961,0.000719,0.101871,0.011685,0.004259,0.002898,0.000101,0.000505
img_00376.jpg,0.752582,0.000004,0.000267,0.000033,0.217543,0.000023,0.000012,0.029536
img_00380.jpg,0.999823,0.000002,0.000004,0.000014,0.000010,0.000147,0.000000,0.000000
img_00383.jpg,0.999895,0.000002,0.000023,0.000042,0.000010,0.000011,0.000011,0.000007
img_00398.jpg,0.996949,0.000001,0.000002,0.000004,0.000068,0.000016,0.000216,0.002745
img_00407.jpg,0.999328,0.000004,0.000002,0.000175,0.000083,0.000391,0.000001,0.000016
img_00417.jpg,0.000037,0.000000,0.000001,0.000005,0.000002,0.000000,0.000001,0.999953
